Gene	Accession No.	Species
ef1af2	AF264828	Lasioglossum nigripes
ef1af2	AF264859	Lasioglossum noctivagum
ef1af2	AF264860	Lasioglossum oenotherae
ef1af2	AF264798	Lasioglossum olgae
ef1af2	AF264796	Lasioglossum parasphecodum
ef1af2	AF264806	Lasioglossum parvum
ef1af2	AF264829	Lasioglossum pauxillum
ef1af2	AF264851	Lasioglossum pavonotum
ef1af2	AF264830	Lasioglossum pectorale
ef1af2	AF264807	Lasioglossum pilosum
ef1af2	AF264831	Lasioglossum politum
ef1af2	AF264832	Lasioglossum puncticolle
ef1af2	AF264833	Lasioglossum quebecense
ef1af2	AF264808	Lasioglossum rohweri
ef1af2	AF435391	Lasioglossum scitulum
ef1af2	AF264853	Lasioglossum sexnotatum
ef1af2	AF264852	Lasioglossum sisymbrii
ef1af2	AF264858	Lasioglossum sp. 'Cobboboonee'
ef1af2	AF264799	Lasioglossum sp. NDA(1)-A
ef1af2	AF264835	Lasioglossum subtropicum
ef1af2	AF264797	Lasioglossum supralucens
ef1af2	AF264809	Lasioglossum tegulare
ef1af2	AF264854	Lasioglossum titusi
ef1af2	AF264836	Lasioglossum truncatum
ef1af2	AF264810	Lasioglossum umbripenne
ef1af2	AF264811	Lasioglossum vierecki
ef1af2	AF435370	Lasioglossum villosulum
ef1af2	AF435379	Lasioglossum zephyrum
ef1af2	AF264855	Lasioglossum zonulum
ef1af2	GU244969	Leiopodus abnormis
ef1af2	AY585113	Leiopodus singularis
ef1af2	GU244968	Leiopodus sp. JS-2010
ef1af2	GU244970	Leiopodus trochantericus
ef1af2	DQ884632	Leioproctus conospermi
ef1af2	AY585132	Leioproctus irroratus
ef1af2	DQ884633	Leioproctus lanceolatus
ef1af2	DQ884634	Leioproctus megachalcoides
ef1af2	DQ884631	Leioproctus pappus
ef1af2	DQ884635	Leioproctus platycephalus
ef1af2	AY585133	Leioproctus plumosus
ef1af2	AY585143	Leioproctus sp. BND-2004
ef1af2	DQ884637	Leioproctus sp. EABA-2006
ef1af2	DQ813125	Lepidotrigona terminata
ef1af2	AF492984	Lepidotrigona ventralis
ef1af2	FJ042307	Lestrimelitta aff. limao CR-2009
ef1af2	AY208287	Lestrimelitta limao
ef1af2	FJ042306	Lestrimelitta maracaia
ef1af2	GU244964	Lestrimelitta sp. JS-2010
ef1af2	EU163195	Lestrimelitta sp. MP115
ef1af2	FJ042310	Leurotrigona muelleri
ef1af2	FJ042309	Leurotrigona pusilla
ef1af2	DQ813127	Liotrigona madecassa
ef1af2	DQ813126	Liotrigona mahafalya
ef1af2	EU122152	Liotrigona sp. HS-2007
ef1af2	EU254243	Liotrigona sp. Ifaty
ef1af2	AF435395	Lipotriches australica
ef1af2	DQ813128	Lisotrigona furva
ef1af2	EU851523	Lithurgus chrysurus
ef1af2	DQ141116	Lithurgus echinocacti
ef1af2	HQ995690	Lithurgus pullatus
ef1af2	HQ995691	Lithurgus rubricatus
ef1af2	HQ995692	Lithurgus scabrosus
ef1af2	HQ995693	Lithurgus tibialis
ef1af2	DQ884622	Lonchopria robertsi
ef1af2	DQ884620	Lonchopria similis
ef1af2	DQ884621	Lonchopria sp. EABA-2006
ef1af2	DQ813129	Lophotrigona canifrons
ef1af2	DQ149724	Macrogalea antanosy
ef1af2	EF103601	Macrogalea berentyensis
ef1af2	EF103600	Macrogalea ellioti
ef1af2	EF103602	Macrogalea infernalis
ef1af2	EF190108	Macrogalea maizina
ef1af2	EF190110	Macrogalea scaevolae
ef1af2	EF190106	Macrogalea sp. Malawi
ef1af2	EF103603	Macrogalea sp. Ramena
ef1af2	DQ149723	Macrogalea zanzibarica
ef1af2	AY585154	Macropis europaea
ef1af2	EF594323	Macropis fulvipes
ef1af2	AY585155	Macropis nuda
ef1af2	EF599186	Macrotera echinocacti
ef1af2	EF599185	Macrotera latior
ef1af2	AF504527	Macrotera texana
ef1af2	GU245046	Manuelia gayatina
ef1af2	HQ995720	Megachile (Aethomegachile) sp. CJP-2011
ef1af2	HQ995723	Megachile (Austrochile) sp. CJP-2011
ef1af2	HQ995726	Megachile (Chelostomoda) sp. CJP-2011
ef1af2	HQ995729	Megachile (Chrysosarus) sp. CJP-2011
ef1af2	HQ995734	Megachile (Hackeriapis) sp. CJP-2011
ef1af2	HQ995735	Megachile (Largella) sp. CJP-2011
ef1af2	HQ995744	Megachile (Rhodomegachile) sp. CJP-2011
ef1af2	HQ995725	Megachile aethiops
ef1af2	EU851529	Megachile albisecta
ef1af2	HQ995727	Megachile angelarum
ef1af2	HQ995733	Megachile bombiformis
ef1af2	HQ995742	Megachile ericetorum
ef1af2	HQ995740	Megachile fabricator
ef1af2	HQ995721	Megachile fimbriata
ef1af2	HQ995731	Megachile mandibularis
ef1af2	HQ995746	Megachile maritima
ef1af2	HQ995737	Megachile maxillosa
ef1af2	HQ995738	Megachile melanopyga
ef1af2	HQ995743	Megachile microsoma
ef1af2	HQ995739	Megachile nevadensis
ef1af2	HQ995722	Megachile parallela
ef1af2	EU851530	Megachile parietina
ef1af2	HQ995732	Megachile patellimana
ef1af2	EU851531	Megachile pilidens
ef1af2	AY585147	Megachile pugnata
ef1af2	HQ995745	Megachile remeata
ef1af2	HQ995724	Megachile sculpturalis
ef1af2	HQ995741	Megachile sidalceae
ef1af2	HQ995728	Megachile spinotulata
ef1af2	HQ995736	Megachile texana
ef1af2	EU122153	Megachile willughbiella
ef1af2	HQ995730	Megachile zapoteca
ef1af2	JN106101	Megalopta aeneicollis
ef1af2	JN106118	Megalopta aff. fornix ECUA E1
ef1af2	JN106119	Megalopta aff. fornix ECUA G1
ef1af2	JN106104	Megalopta atra
ef1af2	JN106105	Megalopta byroni
ef1af2	JN106107	Megalopta centralis
ef1af2	JN106102	Megalopta cf. aeneicollis BOLI A4
ef1af2	JN106103	Megalopta cf. aeneicollis BOLI A5
ef1af2	JN106121	Megalopta cf. genalis ECUA A1
ef1af2	JN106122	Megalopta cf. genalis ECUA D2
ef1af2	JN106123	Megalopta cf. genalis FRGU A3
ef1af2	JN106124	Megalopta cf. genalis FRGU E9
ef1af2	JN106117	Megalopta fornix
ef1af2	AF140316	Megalopta genalis
ef1af2	JN106125	Megalopta sp. morph-j
ef1af2	JN106126	Megalopta sp. morph-p
ef1af2	JN106127	Megaloptidia nocturna
ef1af2	JN106130	Megaloptidia saulensis
ef1af2	AY585103	Megandrena enceliae
ef1af2	DQ141114	Meganomia binghami
ef1af2	GU244998	Melecta albifrons
ef1af2	GU244999	Melectoides bellus
ef1af2	DQ813132	Meliplebeia ogouensis
ef1af2	FJ042319	Melipona aff. brachychaeta CR-2009
ef1af2	EU163221	Melipona aff. costaricaensis MP33
ef1af2	FJ042311	Melipona aff. mimetica CR-2009
ef1af2	FJ042315	Melipona aff. rufiventris CR-2009
ef1af2	EU163253	Melipona amazonica
ef1af2	EU163244	Melipona asilvai
ef1af2	EU163213	Melipona beecheii
ef1af2	FJ042296	Melipona bicolor
ef1af2	EU163245	Melipona bicolor bicolor
ef1af2	FJ042298	Melipona bradleyi
ef1af2	EU163229	Melipona captiosa
ef1af2	EU163224	Melipona compressipes compressipes
ef1af2	EU163215	Melipona compressipes interrupta
ef1af2	EU163216	Melipona costaricaensis
ef1af2	EU163251	Melipona crinita
ef1af2	FJ042312	Melipona eburnea
ef1af2	FJ042323	Melipona fasciata
ef1af2	FJ042324	Melipona fasciculata
ef1af2	EU163214	Melipona favosa
ef1af2	EU163205	Melipona fuliginosa
ef1af2	EU163212	Melipona fulva
ef1af2	EU163223	Melipona fuscopilosa
ef1af2	EU163256	Melipona grandis
ef1af2	EU163254	Melipona illota
ef1af2	EU163232	Melipona illustris
ef1af2	EU163231	Melipona lateralis
ef1af2	EU163243	Melipona mandacaia
ef1af2	EU163240	Melipona marginata
ef1af2	EU163197	Melipona melanopleura
ef1af2	EU163222	Melipona melanoventer
ef1af2	EU163226	Melipona micheneri
ef1af2	EU163227	Melipona ogilviei
ef1af2	EU163179	Melipona panamica
ef1af2	EU163237	Melipona quadrifasciata anthidioides
ef1af2	EU163242	Melipona quinquefasciata
ef1af2	EU163236	Melipona rufiventris flavolineata
ef1af2	EU163238	Melipona rufiventris rufiventris
ef1af2	EU163239	Melipona scutellaris
ef1af2	EU163225	Melipona seminigra atrofulva
ef1af2	FJ042318	Melipona seminigra merrillae
ef1af2	EU163247	Melipona solani
ef1af2	FJ042322	Melipona sp. B CR-2009
ef1af2	GU244959	Melipona sp. JS-2010
ef1af2	EU163202	Melipona sp. MP127
ef1af2	EU163235	Melipona sp. MP70
ef1af2	EU163246	Melipona sp. MP85
ef1af2	EU163249	Melipona sp. MP90
ef1af2	EU163250	Melipona sp. MP91
ef1af2	EU163252	Melipona sp. MP93
ef1af2	EU163255	Melipona sp. MP96
ef1af2	EU163257	Melipona sp. MP98
ef1af2	FJ042314	Melipona titania
ef1af2	FJ042295	Melipona tumupasae
ef1af2	FJ042327	Melipona variegatipes
ef1af2	EU163204	Meliponula bocandei
ef1af2	GU244958	Meliponula ferruginea
ef1af2	GU244942	Melissodes desponsa
ef1af2	GU245005	Melitta arrogans
ef1af2	AY585156	Melitta capensis
ef1af2	EF594317	Melitta dimidiata
ef1af2	AY585157	Melitta eickworti
ef1af2	EF594321	Melitta ezoana
ef1af2	EF594320	Melitta haemorrhoidalis
ef1af2	AY585158	Melitta leporina
ef1af2	EF594318	Melitta nigricans
ef1af2	EF601162	Melittoides melittoides
ef1af2	EF599177	Melitturga albescens
ef1af2	AY585104	Melitturga clavicornis
ef1af2	EF599180	Meliturgula haematospila
ef1af2	EF599179	Meliturgula scriptifrons
ef1af2	EU163199	Meliwillea bivea
ef1af2	DQ884693	Meroglossa impressifrons
ef1af2	DQ884694	Meroglossa itamuca
ef1af2	DQ884692	Meroglossa striaticeps
ef1af2	GU244940	Mesocheira bicolor
ef1af2	GU244937	Mesonychium asteria
ef1af2	GU244938	Mesoplia rufipes
ef1af2	AF140322	Mexalictus arizonensis
ef1af2	EU367215	Microbembex argyropleura
ef1af2	HQ995694	Microthurge sp. JS-2010
ef1af2	DQ884639	Mourecotelles mixta
ef1af2	FJ042328	Mourella caerulea
ef1af2	EF032902	Mydrosoma aterrimum
ef1af2	DQ813133	Nannotrigona melanocera
ef1af2	FJ042330	Nannotrigona perilampoides
ef1af2	FJ042329	Nannotrigona schultzei
ef1af2	EU163184	Nannotrigona sp. MP104
ef1af2	FJ042331	Nannotrigona testaceicornis
ef1af2	GU244972	Nanorhathymus sp. JS-2010
ef1af2	DQ160178	Nasutapis sp. Malawi
ef1af2	EF599181	Neffapis longilingua
ef1af2	AF140317	Neocorynura discolor
ef1af2	HQ995689	Neofidelia longirostris
ef1af2	GU244990	Neofidelia sp. JS-2010
ef1af2	GU245029	Neolarra orbiculata
ef1af2	DQ884628	Neopasiphae mirabilis
ef1af2	GU245017	Neopasites cressoni
ef1af2	DQ884603	Niltonia virgilii
ef1af2	FJ042332	Nogueirapis butteli
ef1af2	EU163198	Nogueirapis mirandula
ef1af2	EF599168	Nolanomelissa toroi
ef1af2	EU122154	Nomada fucata
ef1af2	GU245030	Nomada maculata
ef1af2	GU245031	Nomada signata
ef1af2	AF435398	Nomia tetrazonata
ef1af2	DQ884606	Nomiocolletes jenseni
ef1af2	AF435394	Nomioides facilis
ef1af2	EU203250	Nomioides tumidus
ef1af2	HQ995712	Notanthidium steloides
ef1af2	EU851589	Noteriades sp. CJP-2008
ef1af2	EU851590	Ochreriades fasciatus
ef1af2	DQ884629	Odontocolletes asper
ef1af2	DQ884630	Odontocolletes pachydontus
ef1af2	DQ813134	Odontotrigona haematoptera
ef1af2	GU245021	Odyneropsis sp. JS-2010
ef1af2	GU245008	Oreopasites barbarae
ef1af2	EF601161	Orphana wagenknechti
ef1af2	GU245033	Osiris sp. JS-2010
ef1af2	EU851600	Osmia anceps
ef1af2	EU851595	Osmia andrenoides
ef1af2	EU851605	Osmia apicata
ef1af2	EU851597	Osmia aurulenta
ef1af2	EU851607	Osmia bicolor
ef1af2	EU851604	Osmia brevicornis
ef1af2	EU851598	Osmia coloradensis
ef1af2	EU851609	Osmia cornuta
ef1af2	EU851601	Osmia difficilis
ef1af2	EU851611	Osmia ferruginea
ef1af2	EU851612	Osmia gallarum
ef1af2	EU851596	Osmia glauca
ef1af2	EU851591	Osmia integra
ef1af2	EU851602	Osmia juxta
ef1af2	EU851615	Osmia latisulcata
ef1af2	EU851610	Osmia lignaria
ef1af2	EU851594	Osmia montana
ef1af2	EU851606	Osmia nemoris
ef1af2	EU851599	Osmia niveata
ef1af2	EU851613	Osmia rhodoensis
ef1af2	EU851592	Osmia rufohirta
ef1af2	EU851593	Osmia sybarita
ef1af2	EU851614	Osmia tergestensis
ef1af2	EU851608	Osmia tingitana
ef1af2	EU851603	Osmia xanthomelana
ef1af2	EU851617	Othinosmia aff. securicornis CJP-2008
ef1af2	EU851616	Othinosmia globicola
ef1af2	AY585169	Oxybelus abdominalis
ef1af2	FJ042337	Oxytrigona mediorufa
ef1af2	FJ042336	Oxytrigona mellicolor
ef1af2	FJ042335	Oxytrigona mulfordi
ef1af2	FJ042334	Oxytrigona obscura
ef1af2	FJ042338	Oxytrigona tataira
ef1af2	HQ995713	Pachyanthidium benguelense
ef1af2	DQ884695	Palaeorhiza sp. 1 EABA-2006
ef1af2	DQ884696	Palaeorhiza sp. 2 EABA-2006
ef1af2	DQ884698	Palaeorhiza sp. 4 EABA-2006
ef1af2	EF599174	Panurginus albopilosus
ef1af2	EF601195	Panurginus occidentalis
ef1af2	AF504528	Panurginus polytrichus
ef1af2	EF601196	Panurginus turcomanicus
ef1af2	EF599197	Panurgus banksianus proximus
ef1af2	AY585105	Panurgus calcaratus
ef1af2	EF599187	Panurgus calceatus
ef1af2	EF599188	Panurgus canescens
ef1af2	EF599196	Panurgus cephalotes
ef1af2	EF599191	Panurgus convergens
ef1af2	EF599199	Panurgus dentatus
ef1af2	EF599193	Panurgus dentipes
ef1af2	EF599190	Panurgus farinosus
ef1af2	EF599194	Panurgus maroccanus
ef1af2	EF599189	Panurgus nigriscopus
ef1af2	EF599201	Panurgus niloticus
ef1af2	EF599195	Panurgus perezi
ef1af2	EF599200	Panurgus pici
ef1af2	EF599198	Panurgus pyropygus
ef1af2	EF599192	Panurgus rungsi
ef1af2	DQ884584	Paracolletes crassipes
ef1af2	DQ884585	Paracolletes frederici
ef1af2	DQ884586	Paracolletes robustus
ef1af2	HQ995697	Paradioxys pannonica
ef1af2	AY585115	Paranomada velutina
ef1af2	GU244994	Paranthidium jugatorium
ef1af2	FJ042356	Parapartamona fumata
ef1af2	FJ042357	Parapartamona tungurahuana
ef1af2	HQ995679	Pararhophites orobinus
ef1af2	EU851522	Pararhophites quadratus
ef1af2	GU244975	Paratetrapedia sp. JS-2010
ef1af2	EU203255	Parathrincostoma seyrigi
ef1af2	FJ042347	Paratrigona guigliae
ef1af2	FJ042348	Paratrigona lineata
ef1af2	FJ042345	Paratrigona lineatifrons
ef1af2	DQ813136	Paratrigona onorei
ef1af2	FJ042346	Paratrigona pacifica
ef1af2	GU244967	Parepeolus aterrimus
ef1af2	DQ813135	Partamona auripennis
ef1af2	FJ042340	Partamona epiphytophila
ef1af2	FJ042344	Partamona musarum
ef1af2	FJ042342	Partamona orizabaensis
ef1af2	FJ042339	Partamona testacea
ef1af2	FJ042341	Partamona vicina
ef1af2	GU245035	Pasites maculatus
ef1af2	AF435374	Patellapis (Chaetalictus) sp. BND-2001
ef1af2	AF435393	Patellapis (Lomatalictus) sp. BND-2001
ef1af2	AF435400	Patellapis (Pachyhalictus) sp. BND-2001
ef1af2	EU203272	Patellapis (Zonalictus) sp. BND-2007
ef1af2	EU203267	Patellapis abessinica
ef1af2	EU203269	Patellapis albofasciata
ef1af2	EU203268	Patellapis andreniformis
ef1af2	EU203278	Patellapis braunsella
ef1af2	EU203275	Patellapis castanea
ef1af2	EU203265	Patellapis cf. minutior BND-2007
ef1af2	EU203274	Patellapis coccinea
ef1af2	EU203276	Patellapis inelegans
ef1af2	EU203273	Patellapis joffrei
ef1af2	EU203277	Patellapis lyalli
ef1af2	EU203263	Patellapis malachurina
ef1af2	EU203261	Patellapis minima
ef1af2	EU203264	Patellapis montagui
ef1af2	EU203266	Patellapis n. sp. 10
ef1af2	EU203260	Patellapis n. sp. 114
ef1af2	EU203262	Patellapis n. sp. 66
ef1af2	EU203270	Patellapis vittata
ef1af2	EU203271	Patellapis zacephala
ef1af2	AF435401	Penapis penai
ef1af2	AF435402	Penapis toroi
ef1af2	AF504529	Perdita albipennis
ef1af2	EF599184	Perdita californica
ef1af2	EF599182	Perdita halictoides
ef1af2	EF599183	Perdita trisignata
ef1af2	DQ884592	Perditomorpha brunerii
ef1af2	DQ884607	Perditomorpha leucostoma
ef1af2	DQ884595	Perditomorpha rufiventris
ef1af2	DQ884616	Perditomorpha sp. EABA-2006
ef1af2	DQ884614	Perditomorpha stilborhina
ef1af2	DQ884610	Phenacolletes mimus
ef1af2	GQ410710	Pison chilense
ef1af2	DQ813137	Platytrigona hobbyi
ef1af2	FJ042353	Plebeia droryana
ef1af2	EU163181	Plebeia franki
ef1af2	DQ813138	Plebeia frontalis
ef1af2	FJ042350	Plebeia minima
ef1af2	FJ042352	Plebeia moureana
ef1af2	FJ042354	Plebeia sp. A CR-2009
ef1af2	FJ042349	Plebeia sp. B CR-2009
ef1af2	FJ042351	Plebeia sp. C CR-2009
ef1af2	FJ042355	Plebeia tobagoensis
ef1af2	DQ813139	Plebeiella lendliana
ef1af2	GU244962	Plebeina hildebrandti
ef1af2	AY585170	Plenoculus nr. parvus BND-2010
ef1af2	EF599178	Plesiopanurgus zizus
ef1af2	EF594330	Promelitta alboclypeata
ef1af2	AF504530	Protandrena albitarsus
ef1af2	AF435399	Protodufourea parca
ef1af2	DQ884636	Protomorpha alloeopus
ef1af2	EU851621	Protosmia humeralis
ef1af2	EU851618	Protosmia longiceps
ef1af2	EU851620	Protosmia minutula
ef1af2	EU851619	Protosmia rubifloris
ef1af2	AY585106	Protoxaea gloriosa
ef1af2	AF504531	Psaenythia sp. LLL-2002
ef1af2	AF140323	Pseudagapostemon brasiliensis
ef1af2	AF435403	Pseudagapostemon pissisi
ef1af2	AF435404	Pseudapis unidentata
ef1af2	HQ995714	Pseudoanthidium scapulare
ef1af2	EU851622	Pseudoheriades moricei
ef1af2	EF601165	Pseudopanurgus andrenoides
ef1af2	EF599172	Pseudopanurgus fraterculus
ef1af2	AF504532	Pseudopanurgus rugosus
ef1af2	EF601164	Pseudopanurgus sp. Hegr43
ef1af2	DQ884573	Ptiloglossa sp. EABA-2006
ef1af2	DQ884581	Ptiloglossa tarsata
ef1af2	DQ884579	Ptiloglossa thoracica
ef1af2	DQ884580	Ptiloglossidia fallax
ef1af2	FJ042359	Ptilotrigona lurida
ef1af2	FJ042358	Ptilotrigona pereneae
ef1af2	HQ995747	Radoszkowskiana rufiventris
ef1af2	AY585159	Rediviva mcgregori
ef1af2	EF594322	Rediviva saetigera
ef1af2	AY585142	Redivivoides simulans
ef1af2	GU244971	Rhathymus sp. JS-2010
ef1af2	GU244973	Rhathymus unicolor
ef1af2	GU245027	Rhinepeolus rufiventris
ef1af2	AF435405	Rhinetula denticrus
ef1af2	HQ995715	Rhodanthidium septemdentatum
ef1af2	AY585144	Rophites algirus
ef1af2	AF435406	Ruizantheda mutabilis
ef1af2	AF435407	Ruizantheda proxima
ef1af2	GU936599	Samba atra
ef1af2	GU936600	Samba fasciata
ef1af2	AY585153	Samba griseonigra
ef1af2	GU936601	Samba ogilviei
ef1af2	EF594340	Samba spinosa
ef1af2	FJ042366	Scaptotrigona bipunctata
ef1af2	AY208288	Scaptotrigona depilis
ef1af2	GU244963	Scaptotrigona hellwegeri
ef1af2	FJ042365	Scaptotrigona mexicana
ef1af2	FJ042364	Scaptotrigona pectoralis
ef1af2	EU163185	Scaptotrigona polysticta
ef1af2	FJ042360	Scaptotrigona sp. A CR-2009
ef1af2	FJ042362	Scaptotrigona sp. B CR-2009
ef1af2	FJ042361	Scaptotrigona sp. C CR-2009
ef1af2	EU163182	Scaptotrigona sp. MP102
ef1af2	EU163183	Scaptotrigona sp. MP103
ef1af2	FJ042363	Scaptotrigona tricolorata
ef1af2	FJ042370	Scaura latitarsis
ef1af2	FJ042368	Scaura longula
ef1af2	FJ042369	Scaura tenuis
ef1af2	AY585167	Sceliphron caementarium
ef1af2	FJ042371	Schwarziana quadripunctata
ef1af2	FJ042373	Schwarzula coccidophila
ef1af2	FJ042372	Schwarzula timida
ef1af2	EF032901	Scrapter algoensis
ef1af2	AY585135	Scrapter erubescens
ef1af2	AY585136	Scrapter heterodoxus
ef1af2	AY585137	Scrapter niger
ef1af2	AY585138	Scrapter ruficornis
ef1af2	HQ995716	Serapista rufipes
ef1af2	EU203256	Sphecodes autumnalis
ef1af2	EU203257	Sphecodes clematidis
ef1af2	EU203258	Sphecodes confertus
ef1af2	AF435408	Sphecodes cressonii
ef1af2	AF140324	Sphecodes minor
ef1af2	AF435409	Sphecodes persimilis
ef1af2	AF140325	Sphecodes ranunculi
ef1af2	GU245009	Sphecodopsis capensis
ef1af2	EF411178	Sphecodosoma beameri
ef1af2	AF435410	Sphecodosoma pratti
ef1af2	DQ884594	Spinolapis caerulescens
ef1af2	DQ884605	Spinolapis sp. EABA-2006
ef1af2	GQ410716	Stangeella cyaniventris
ef1af2	GU245002	Stelis linsleyi
ef1af2	EU851526	Stelis punctulatissima
ef1af2	HQ995717	Stelis sp. 'paiute'
ef1af2	EU851623	Stenoheriades asiaticus
ef1af2	EU851624	Stenosmia aff. aravensis CJP-2008
ef1af2	EU851625	Stenosmia minima
ef1af2	DQ141115	Stenotritus sp. BND-2004
ef1af2	AY585164	Stizoides foxi
ef1af2	DQ813143	Sundatrigona moorei
ef1af2	AF435411	Systropha curvicornis
ef1af2	EF411177	Systropha glabriventris
ef1af2	AF435412	Systropha planidens
ef1af2	AY585171	Tachysphex yolo
ef1af2	GU244976	Tapinotaspidini sp. JS-2010
ef1af2	GU244977	Tapinotaspoides sp. JS-2010
ef1af2	DQ884591	Tetraglossula anthracina
ef1af2	FJ042383	Tetragona clavipes
ef1af2	FJ042386	Tetragona dissecta
ef1af2	AY208289	Tetragona dorsalis
ef1af2	FJ042385	Tetragona goettei
ef1af2	FJ042388	Tetragona perangulata
ef1af2	FJ042384	Tetragona sp. CR-2009
ef1af2	FJ042387	Tetragona ziegleri
ef1af2	DQ813151	Tetragonilla atripes
ef1af2	DQ813154	Tetragonilla collina
ef1af2	DQ813152	Tetragonilla fuscibasis
ef1af2	DQ813153	Tetragonilla rufibasalis
ef1af2	EU163180	Tetragonisca angustula
ef1af2	FJ042380	Tetragonisca weyrauchi
ef1af2	GU244960	Tetragonula carbonaria
ef1af2	DQ813180	Tetragonula cf. iridipennis CR-2006
ef1af2	DQ813164	Tetragonula cf. laeviceps CR-2006
ef1af2	DQ813177	Tetragonula cf. pagdeni CR-2006
ef1af2	DQ813165	Tetragonula clypearis
ef1af2	DQ813175	Tetragonula fuscobalteata
ef1af2	DQ813170	Tetragonula geissleri
ef1af2	DQ813169	Tetragonula hirashimai
ef1af2	DQ813163	Tetragonula hockingsi
ef1af2	DQ813171	Tetragonula laeviceps
ef1af2	DQ813172	Tetragonula melanocephala
ef1af2	DQ813176	Tetragonula melina
ef1af2	DQ813160	Tetragonula mellipes
ef1af2	DQ813168	Tetragonula minor
ef1af2	DQ813156	Tetragonula pagdeni
ef1af2	DQ813166	Tetragonula sapiens
ef1af2	DQ813173	Tetragonula sarawakensis
ef1af2	DQ813167	Tetragonula sirindhornae
ef1af2	DQ813179	Tetragonula sp. A CR-2006
ef1af2	DQ813181	Tetragonula sp. C CR-2006
ef1af2	DQ813178	Tetragonula zucchi
ef1af2	GU244956	Tetralonioidella sp. JS-2010
ef1af2	GU245037	Tetrapedia cf. diversipes JS-2010
ef1af2	GU244979	Tetrapedia maura
ef1af2	GU244991	Tetrapedia sp. JS-2010
ef1af2	DQ813144	Tetrigona apicalis
ef1af2	DQ813146	Tetrigona binghami
ef1af2	DQ813145	Tetrigona melanoleuca
ef1af2	GU245024	Thalestria spinosa
ef1af2	EU203253	Thrinchostoma conjugens
ef1af2	EU203251	Thrinchostoma kandti
ef1af2	EU203254	Thrinchostoma lemuriae
ef1af2	EU203252	Thrinchostoma torridum
ef1af2	AF140326	Thrincohalictus prognathus
ef1af2	AY585119	Thyreus delumbatus
ef1af2	GU245032	Townsendiella sp. JS-2010
ef1af2	EU851527	Trachusa byssina
ef1af2	HQ995719	Trachusa larreae
ef1af2	HQ995718	Trachusa pubescens
ef1af2	AY585139	Trichocolletes sp. BND-2004
ef1af2	DQ884587	Trichocolletes venustus
ef1af2	HQ995695	Trichothurgus herbsti
ef1af2	FJ042382	Trichotrigona extranea
ef1af2	GU245023	Triepeolus robustus
ef1af2	AY585116	Triepeolus rozeni
ef1af2	EU049778	Trigona albipennis
ef1af2	DQ813149	Trigona amalthea
ef1af2	DQ813150	Trigona amazonensis
ef1af2	EU049779	Trigona cf. fuscipennis CR-2007a
ef1af2	EU049791	Trigona cf. fuscipennis CR-2007b
ef1af2	EU049777	Trigona cf. recursa CR-2007
ef1af2	EU049769	Trigona chanchamayoensis
ef1af2	EU049771	Trigona cilipes
ef1af2	EU049784	Trigona corvina
ef1af2	EU049774	Trigona crassipes
ef1af2	EU049776	Trigona dallatorreana
ef1af2	EU049786	Trigona fulviventris
ef1af2	EU184770	Trigona fuscipennis
ef1af2	EU049770	Trigona guianae
ef1af2	EU049792	Trigona hyalinata
ef1af2	EU049788	Trigona hypogea
ef1af2	EU049773	Trigona lacteipennis
ef1af2	EU049785	Trigona nigerrima
ef1af2	EU049775	Trigona pallens
ef1af2	EU049789	Trigona recursa
ef1af2	EU049780	Trigona silvestriana
ef1af2	EU122155	Trigona sp. HS-2007
ef1af2	EU163189	Trigona sp. MP109
ef1af2	EU049790	Trigona spinipes
ef1af2	EU049782	Trigona truculenta
ef1af2	EU049787	Trigona williana
ef1af2	FJ042378	Trigonisca bidentata
ef1af2	FJ042377	Trigonisca buyssoni
ef1af2	FJ042379	Trigonisca nataliae
ef1af2	FJ042374	Trigonisca sp. A CR-2009
