Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,BL,Bl_cor
Apoidea,ALLO-GER-200,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.001,0,0.001,0.9223824,6.596,4.051083894
Apoidea,ALLO-GER-203,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0017,0,0.0017,1.0441942,8.725,5.35865782
Apoidea,ALLO-GER-205,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0013,0,0.0013,1.0774156,8.72,5.355586956
Apoidea,ALLO-GER-209,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0023,0,0.0023,1.1829424,9.19,5.644248179
Apoidea,ALLO-GER-210,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0016,0,0.0016,1.1132426,8.124,4.989539957
Apoidea,ALLO-GER-212,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0016,0,0.0016,1.0787184,8.76,5.380153868
Apoidea,ALLO-GER-214,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0018,0,0.0018,1.188805,8.608,5.2867996
Apoidea,ALLO-GER-215,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0018,0,0.0018,1.117151,8.335,5.119130421
Apoidea,ALLO-GER-216,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0016,0,0.0016,1.1197566,8.596,5.279429526
Apoidea,ALLO-GER-217,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0012,0,0.0012,0.9588608,8.01,4.919524256
Apoidea,ALLO-GER-218,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0014,0,0.0014,1.0702502,8.482,5.209413825
Apoidea,ALLO-GER-220,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0022,0,0.0022,1.1047744,9.476,5.819901604
Apoidea,ALLO-GER-221,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0019,0,0.0019,1.2011816,9.882,6.069255768
Apoidea,ALLO-GER-225,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0016,0,0.0016,1.0963062,8.342,5.123429631
Apoidea,ALLO-GER-226,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0011,0,0.0011,1.084581,8.724,5.358043647
Apoidea,ALLO-GER-231,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0019,0,0.0019,1.0930492,8.011,4.920138429
Apoidea,ALLO-GER-233,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.002,0,0.002,1.133436,8.164,5.01410687
Apoidea,ALLO-GER-234,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0012,0,0.0012,1.0806726,8.247,5.065083214
Apoidea,ALLO-GER-235,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0018,0,0.0018,1.0937006,7.834,4.811429841
Apoidea,ALLO-GER-236,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0016,0,0.0016,1.0611306,8.688,5.335933425
Apoidea,ALLO-GER-605,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0411,0.036904,0.004196,1.2578534,10.493,6.444515358
Apoidea,ALLO-GER-653,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0401,0.036904,0.003196,1.1360416,9.12,5.601256082
Apoidea,ALLO-GER-698,Europe,Germany,LK,Wurzberg,Bergtheim3,49.902308,10.057294,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0415,0.036904,0.004596,1.2226778,10.152,6.235082428
Apoidea,ALLO-GER-701,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0397,0.036904,0.002796,1.20509,9.957,6.115318729
Apoidea,ALLO-GER-702,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0383,0.036904,0.001396,1.1881536,9.434,5.794106346
Apoidea,ALLO-GER-725,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0396,0.036904,0.002696,1.0702502,9.284,5.701980424
Apoidea,ALLO-GER-760,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0395,0.036904,0.002596,1.3041028,10.281,6.314310721
Apoidea,ALLO-GER-762,Europe,Germany,LK,Wurzberg,Prosselsheim2,49.871225,10.131019,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0408,0.036904,0.003896,1.2129068,9.994,6.138043123
Apoidea,ALLO-GER-785,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0399,0.036904,0.002996,1.2044386,8.615,5.29109881
Apoidea,ALLO-GER-831,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0411,0.036904,0.004196,1.2422198,9.572,5.878862195
Apoidea,ALLO-GER-854,Europe,Germany,LK,Wurzberg,Rieden2,49.937231,10.057994,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0413,0.036904,0.004396,1.078067,10.464,6.426704347
Apoidea,ALLO-GER-875,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0408,0.036904,0.003896,1.260459,9.309,5.717334744
Apoidea,ALLO-GER-896,Europe,Germany,LK,Wurzberg,Dipbach,49.906236,10.124092,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0404,0.036904,0.003496,1.156235,8.951,5.497460876
Apoidea,ALLO-SWI-313,Europe,Switzerland,LC,Zurich,Wohl,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.03967,0.031179,0.008491,1.091,NA,NA
Apoidea,ALLO-SWI-337,Europe,Switzerland,LC,Zurich,Mandch,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.0391,0.031179,0.007921,1.083,NA,NA
Apoidea,ALLO-SWI-345,Europe,Switzerland,LC,Zurich,Buch Gr r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.02667,0.021706,0.004964,1.308,NA,NA
Apoidea,ALLO-SWI-412,Europe,Switzerland,LC,Zurich,MZ A2,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.02439,0.021706,0.002684,1.27,NA,NA
Apoidea,ALLO-SWI-271,Europe,Switzerland,LC,Zurich,MZ A1,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Male,0.02387,0.021706,0.002164,1.23,NA,NA
Apoidea,ALLO-SWI-361,Europe,Switzerland,LC,Zurich,Zetzwil,47.3769,8.5417,NA,7/7/26,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.02368,0.021706,0.001974,1.023,NA,NA
Apoidea,ALLO-SWI-263,Europe,Switzerland,LC,Zurich,MZ B1,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Sphecodogastra,Lasioglossum_pauxillum,Female,0.02331,0.021706,0.001604,1.037,NA,NA
Apoidea,ALLO-CSI-182,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_platychilum,Male,0.0031,0,0.0031,1.016184,7.233,4.442311978
Apoidea,ALLO-CSI-210,Australasia,Australia,LK,SA_NT,"Witjira NP, Creek",-26.37,135.79,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_platychilum,Male,0.002,0,0.002,1.2969374,8.366,5.138169779
Apoidea,ALLO-CSI-5,Australasia,Australia,LK,SA_NT,"Witjira NP, 3O'Clock Creek",-26.46,135.41,201,21/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_platychilum,Female,0.0428,0.038672,0.004128,1.5053854,9.917,6.090751816
Apoidea,ALLO-CSI-6,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_platychilum,Female,0.0415,0.038672,0.002828,1.49822,10.796,6.630609722
Apoidea,ALLO-CSI-7,Australasia,Australia,LK,SA_NT,"Witjira NP, Pumi Bore",-26.28,136.1,201,22/3/17,NA,Malaise,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_platychilum,Female,0.0047,0,0.0047,1.6285,9.993,6.13742895
Apoidea,ALLO-GER-202,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Evylaeus,Lasioglossum_politum,Female,0.001,0,0.001,0.9223824,7.415,4.554091431
Apoidea,ALLO-GER-223,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Evylaeus,Lasioglossum_politum,Female,0.0011,0,0.0011,0.9797056,7.372,4.527682
Apoidea,ALLO-SWI-420,Europe,Switzerland,LC,Zurich,Suberg r3,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Evylaeus,Lasioglossum_politum,Female,0.02222,0.021706,0.000514,0.906,NA,NA
Apoidea,ALLO-SWI-419,Europe,Switzerland,LC,Zurich,Wohl r4,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Evylaeus,Lasioglossum_politum,Female,0.02182,0.021706,0.000114,0.914,NA,NA
Apoidea,ALLO-AUS-562,Australasia,Australia,LK,VICTORIA,C7C2B,-36.63,145.48,60,22/12/15,NA,Vane,Halictidae,Halictinae,Halictini,Lasioglossum,Chilalictus,Lasioglossum_pulvitectum,Male,0.0403,0.03536129,0.00493871,1.540561,10.356,6.360373682
Apoidea,ALLO-GER-425,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.043,0.036904,0.006096,1.5750852,10.153,6.235696601
Apoidea,ALLO-GER-426,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.0394,0.036904,0.002496,1.5750852,10.045,6.169365937
Apoidea,ALLO-GER-427,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.0424,0.036904,0.005496,1.4643472,9.908,6.085224261
Apoidea,ALLO-GER-433,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.0426,0.036904,0.005696,1.517762,9.015,5.536767936
Apoidea,ALLO-GER-705,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.0464,0.036904,0.009496,1.7346782,13.993,8.594120214
Apoidea,ALLO-GER-730,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_puncticolle,Female,0.0457,0.036904,0.008796,1.8636554,14.408,8.849001933
Apoidea,ALLO-GER-65,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_qudrinotatum,Female,0.0425,0.036904,0.005596,1.5581488,10.934,6.71536557
Apoidea,ALLO-AUS-204,Australasia,Australia,LK,ARMID,ARMIDALEUNE,-30.49,151.64,0,16/4/17,Bottlebrush,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Parasphecodes,Lasioglossum_sulthicum,Female,0.0797,0.067166,0.012534,2.1391976,12.749,7.830089231
Apoidea,Cane_1987_1,NorthAmerica,USA,JC,NA,NA,32.531318,-85.529473,NA,1/1/87,NA,Museum,Halictidae,Halictinae,Halictini,Lasioglossum,Dialictus,Lasioglossum_versatus,Female,NA,NA,0.002727,1.3232,NA,NA
Apoidea,ALLO-GER-195,Europe,Germany,LK,Wurzberg,Oberaltertheim,49.725133,9.755828,51,5/7/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0018,0,0.0018,1.2350544,8.207,5.040516301
Apoidea,ALLO-GER-422,Europe,Germany,LK,Wurzberg,Bergtheim1,49.900486,10.053631,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0396,0.036904,0.002696,1.2513394,10.672,6.554452292
Apoidea,ALLO-GER-424,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0414,0.036904,0.004496,1.351655,9.87,6.061885694
Apoidea,ALLO-GER-428,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0393,0.036904,0.002396,1.2454768,9.328,5.729004028
Apoidea,ALLO-GER-430,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0408,0.036904,0.003896,1.3184336,9.322,5.725318991
Apoidea,ALLO-GER-432,Europe,Germany,LK,Wurzberg,Hausen1,49.938633,10.022767,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0421,0.036904,0.005196,1.3633802,9.811,6.025649498
Apoidea,ALLO-GER-434,Europe,Germany,LK,Wurzberg,Rieden3,49.941994,10.050008,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0403,0.036904,0.003396,1.3523064,9.703,5.959318834
Apoidea,ALLO-GER-435,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,16/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.04,0.036904,0.003096,1.4050698,10.381,6.375728003
Apoidea,ALLO-GER-806,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0401,0.036904,0.003196,1.315828,9.404,5.775681162
Apoidea,ALLO-GER-808,Europe,Germany,LK,Wurzberg,Opferbaum4,49.909314,10.086428,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.041,0.036904,0.004096,1.1223622,8.964,5.505445123
Apoidea,ALLO-GER-876,Europe,Germany,LK,Wurzberg,Opferbaum3,49.912992,10.067944,14,17/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.0405,0.036904,0.003596,1.2852122,9.027,5.54413801
Apoidea,IRE20170143,Europe,Ireland,LR,DUBLIN,South DublinUCD 1,53.31,-6.23,0,24/7/17,Hypochaeris radicata,Hand,Halictidae,Halictinae,Halictini,Lasioglossum,Hemihalictus,Lasioglossum_villosulum,Female,0.042,0.037233333,0.004766667,1.7,6.5,6.5
Apoidea,ALLO-GER-614,Europe,Germany,LK,Wurzberg,Prosselsheim4,49.850392,10.113375,14,1/5/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.058,0.036904,0.021096,2.5573964,17.308,10.6301031
Apoidea,ALLO-GER-687,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.0571,0.036904,0.020196,2.6355644,18.155,11.15030747
Apoidea,ALLO-GER-710,Europe,Germany,LK,Wurzberg,Hausen2,49.935697,10.017931,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.0587,0.036904,0.021796,2.322241,16.401,10.07304836
Apoidea,ALLO-GER-749,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.0609,0.036904,0.023996,2.5606534,18.548,11.39167739
Apoidea,ALLO-GER-751,Europe,Germany,LK,Wurzberg,Rieden1,49.937356,10.040881,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.0574,0.036904,0.020496,2.110536,16.563,10.17254435
Apoidea,ALLO-GER-756,Europe,Germany,LK,Wurzberg,Bergtheim2,49.896189,10.045694,14,2/6/17,NA,Pan_trap,Halictidae,Halictinae,Halictini,Lasioglossum,Lasioglossum,Lasioglossum_xanthopus,Female,0.06,0.036904,0.023096,2.647941,18.402,11.30200816
Apoidea,ALLO-SWI-292,Europe,Switzerland,LC,Zurich,Buch Gr r3,47.3769,8.5417,NA,8/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,Leuchalictus,Lasioglossum_zonulum,Male,0.02503,0.021706,0.003324,1.455,NA,NA
Apoidea,ALLO-AUS-442,Australasia,Australia,LK,VICTORIA,b5pib,-36.66,145.55,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0436,0.03536129,0.00823871,2.071452,12.297,7.552483118
Apoidea,ALLO-AUS-443,Australasia,Australia,LK,VICTORIA,b6cib,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0417,0.03536129,0.00633871,1.735981,10.547,6.47768069
Apoidea,ALLO-AUS-444,Australasia,Australia,LK,VICTORIA,b6p2b,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0429,0.03536129,0.00753871,1.9978438,13.292,8.16358507
Apoidea,ALLO-AUS-445,Australasia,Australia,LK,VICTORIA,b6cib,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0415,0.03536129,0.00613871,2.0265054,12.523,7.691286175
Apoidea,ALLO-AUS-446,Australasia,Australia,LK,VICTORIA,b6p3b,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0411,0.03536129,0.00573871,1.8375994,11.278,6.926641019
Apoidea,ALLO-AUS-447,Australasia,Australia,LK,VICTORIA,b6p3b,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0418,0.03536129,0.00643871,1.8884086,11.511,7.069743285
Apoidea,ALLO-AUS-448,Australasia,Australia,LK,VICTORIA,B9P3B,-36.62,144.71,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0429,0.03536129,0.00753871,2.0896912,11.914,7.31725493
Apoidea,ALLO-AUS-449,Australasia,Australia,LK,VICTORIA,B6P3B,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0423,0.03536129,0.00693871,2.0440932,11.95,7.339365151
Apoidea,ALLO-AUS-450,Australasia,Australia,LK,VICTORIA,B6P3B,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0424,0.03536129,0.00703871,1.9515944,12.641,7.763758567
Apoidea,ALLO-AUS-451,Australasia,Australia,LK,VICTORIA,B6P3B,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.043,0.03536129,0.00763871,2.2544954,12.122,7.445002876
Apoidea,ALLO-AUS-452,Australasia,Australia,LK,VICTORIA,B6P3B,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0422,0.03536129,0.00683871,2.0011008,12.161,7.468955615
Apoidea,ALLO-AUS-453,Australasia,Australia,LK,VICTORIA,B6P3B,-36.64,145.42,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0425,0.03536129,0.00713871,2.0349736,12.281,7.542656353
Apoidea,ALLO-AUS-454,Australasia,Australia,LK,VICTORIA,C7P3B,-36.63,145.48,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.042,0.03536129,0.00663871,1.8838488,10.958,6.730105718
Apoidea,ALLO-AUS-455,Australasia,Australia,LK,VICTORIA,C7P3B,-36.63,145.48,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0425,0.03536129,0.00713871,1.9587598,11.962,7.346735225
Apoidea,ALLO-AUS-456,Australasia,Australia,LK,VICTORIA,C7R1B,-36.63,145.48,60,22/12/15,NA,Vane,Colletidae,Colletinae,Paracolletini,Leioproctus,Leioproctus,Leioproctus_amabilis,Male,0.0422,0.03536129,0.00683871,1.9991466,11.57,7.105979481
