Superfamily,Tag,Region,Country,Measurement,Locality,Location,Latitude,Longitude,Pres.time,Col.date,Plant,Col.method,Family,Subfamily,Tribe,Genus,Subgenus,Species,Sex,Weight,Pin.wgt,Spec.wgt,IT,IT_cor_65,IT_cor,BL,Bl_cor
Apoidea,ALLO-SWI-413,Europe,Switzerland,LK,Zurich,Zeining,47.3769,8.5417,NA,22/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_malachurum,Female,0.02599,0.021706,0.004284,1.409,NA,NA,NA,NA
Apoidea,ALLO-SWI-338,Europe,Switzerland,LK,Zurich,berg,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_malachurum,Female,0.02648,0.021706,0.004774,1.494,NA,NA,NA,NA
Apoidea,ALLO-SWI-363,Europe,Switzerland,LK,Zurich,Suberg,47.3769,8.5417,NA,3/8/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_malachurum,Female,0.02638,0.021706,0.004674,1.457,NA,NA,NA,NA
Apoidea,ALLO-SWI-685,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Megachilidae,Megachilinae,Osmiini,Osmia,,Osmia_caerulescens,Male,0.0417,0.031179,0.010521,1.718,NA,NA,NA,NA
Apoidea,ALLO-SWI-693,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_subopara,Female,0.0445,0.031179,0.013321,1.447,NA,NA,NA,NA
Apoidea,ALLO-SWI-695,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.0381,0.031179,0.006921,2.012,NA,NA,NA,NA
Apoidea,ALLO-SWI-353,Europe,Switzerland,LK,Zurich,Berg r5,47.3769,8.5417,NA,25/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Male,0.06817,0.031179,0.036991,3.387,NA,NA,NA,NA
Apoidea,ALLO-SWI-334,Europe,Switzerland,LK,Zurich,Wadi r2,47.3769,8.5417,NA,22/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pratensis,Female,0.05147,0.031179,0.020291,3.37,NA,NA,NA,NA
Apoidea,ALLO-SWI-352,Europe,Switzerland,LK,Zurich,Berg r5,47.3769,8.5417,NA,25/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_Lapidarius,Male,0.05242,0.031179,0.021241,3.506,NA,NA,NA,NA
Apoidea,ALLO-SWI-327,Europe,Switzerland,LK,Zurich,Mandch r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_hortorum,Female,0.06979,0.031179,0.038611,3.864,NA,NA,NA,NA
Apoidea,ALLO-SWI-358,Europe,Switzerland,LK,Zurich,Wadi r2,47.3769,8.5417,NA,22/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.04528,0.031179,0.014101,2.965,NA,NA,NA,NA
Apoidea,ALLO-SWI-326,Europe,Switzerland,LK,Zurich,berg r5,47.3769,8.5417,NA,25/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Male,0.06588,0.031179,0.034701,3.638,NA,NA,NA,NA
Apoidea,ALLO-SWI-356,Europe,Switzerland,LK,Zurich,Wadi r5,47.3769,8.5417,NA,27/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lucorum,Male,0.06938,0.031179,0.038201,4.156,NA,NA,NA,NA
Apoidea,ALLO-SWI-323,Europe,Switzerland,LK,Zurich,Hinwil r4,47.3769,8.5417,NA,29/7/16,NA,NA,Melittidae,Melittinae,Macropidini ,Macropis,,Macropis_europaea,Female,0.03539,0.031179,0.004211,2.376,NA,NA,NA,NA
Apoidea,ALLO-SWI-298,Europe,Switzerland,LK,Zurich,Buch Gr r2,47.3769,8.5417,NA,20/6/16,NA,NA,Apidae,Apinae,Eucerini,Eucera,,Eucera_longicornis,Male,0.04908,0.031179,0.017901,3.073,NA,NA,NA,NA
Apoidea,ALLO-SWI-275,Europe,Switzerland,LK,Zurich,Buch Gr r2,47.3769,8.5417,NA,20/6/16,NA,NA,Megachilidae,Megachilinae,Megachilini,Megachile,,Megachile_ericetorum,Male,0.04691,0.031179,0.015731,3.165,NA,NA,NA,NA
Apoidea,ALLO-SWI-276,Europe,Switzerland,LK,Zurich,Seegrab r4,47.3769,8.5417,NA,29/7/16,NA,NA,Colletidae,Colletinae,Colletini,Colletes,,Colletes_similis,Female,0.04235,0.031179,0.011171,2.858,NA,NA,NA,NA
Apoidea,ALLO-SWI-277,Europe,Switzerland,LK,Zurich,MZ A2,47.3769,8.5417,NA,14/4/15,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_calceatum,Female,0.04678,0.031179,0.015601,1.773,NA,NA,NA,NA
Apoidea,ALLO-SWI-274,Europe,Switzerland,LK,Zurich,Buch Str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,,Halictus_rubincundus,Female,0.03351,0.031179,0.002331,2.037,NA,NA,NA,NA
Apoidea,ALLO-SWI-301,Europe,Switzerland,LK,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,,Halictus_simplex agg,Female,0.03392,0.031179,0.002741,1.882,NA,NA,NA,NA
Apoidea,ALLO-SWI-308,Europe,Switzerland,LK,Zurich,Suberg r2,47.3769,8.5417,NA,23/6/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,,Halictus_simplex agg,Female,0.03525,0.031179,0.004071,2.113,NA,NA,NA,NA
Apoidea,ALLO-SWI-293,Europe,Switzerland,LK,Zurich,Buch Str r4,47.3769,8.5417,NA,29/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_calceatum,Female,0.03371,0.031179,0.002531,1.826,NA,NA,NA,NA
Apoidea,ALLO-SWI-269,Europe,Switzerland,LK,Zurich,Leng r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,,Halictus_scabiosae,Female,0.03969,0.031179,0.008511,2.368,NA,NA,NA,NA
Apoidea,ALLO-SWI-340,Europe,Switzerland,LK,Zurich,Leng r4,47.3769,8.5417,NA,30/7/16,NA,NA,Halictidae,Halictinae,Halictini,Halictus,,Halictus_scabiosae,Female,0.04493,0.031179,0.013751,2.422,NA,NA,NA,NA
Apoidea,ALLO-SWI-368,Europe,Switzerland,LK,Zurich,Wohl r3,47.3769,8.5417,NA,9/7/16,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_flavipes,Female,0.04313,0.031179,0.011951,2.368,NA,NA,NA,NA
Apoidea,ALLO-SWI-392,Europe,Switzerland,LK,Zurich,Mandch,47.3769,8.5417,NA,6/6/16,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.04577,0.031179,0.014591,2.601,NA,NA,NA,NA
Apoidea,ALLO-SWI-343,Europe,Switzerland,LK,Zurich,Berg,47.3769,8.5417,NA,6/6/16,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.04017,0.031179,0.008991,2.236,NA,NA,NA,NA
Apoidea,ALLO-SWI-339,Europe,Switzerland,LK,Zurich,Mandch,47.3769,8.5417,NA,6/6/16,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.04095,0.031179,0.009771,2.449,NA,NA,NA,NA
Apoidea,ALLO-SWI-313,Europe,Switzerland,LK,Zurich,Wohl,47.3769,8.5417,NA,9/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_pauxillium,Female,0.03967,0.031179,0.008491,1.091,NA,NA,NA,NA
Apoidea,ALLO-SWI-555,Europe,Switzerland,LK,Zurich,Schlatt,47.3769,8.5417,NA,24/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_bucephala,Female,0.0447,0.031179,0.013521,2.308,NA,NA,NA,NA
Apoidea,ALLO-SWI-594,Europe,Switzerland,LK,Zurich,Hettenschwil,47.3769,8.5417,NA,21/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_gravida,Female,0.0627,0.031179,0.031521,2.492,NA,NA,NA,NA
Apoidea,ALLO-SWI-493,Europe,Switzerland,LK,Zurich,Hettenschwil,47.3769,8.5417,NA,13/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_gravida,Female,0.0584,0.031179,0.027221,2.461,NA,NA,NA,NA
Apoidea,ALLO-SWI-600,Europe,Switzerland,LK,Zurich,Hettenschwil,47.3769,8.5417,NA,21/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.0434,0.031179,0.012221,2.244,NA,NA,NA,NA
Apoidea,ALLO-SWI-556,Europe,Switzerland,LK,Zurich,Thomas Schwarz,47.3769,8.5417,NA,13/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.04,0.031179,0.008821,1.958,NA,NA,NA,NA
Apoidea,ALLO-SWI-551,Europe,Switzerland,LK,Zurich,Kunten,47.3769,8.5417,NA,24/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.0464,0.031179,0.015221,2.345,NA,NA,NA,NA
Apoidea,ALLO-SWI-602,Europe,Switzerland,LK,Zurich,Thomas Schwarz,47.3769,8.5417,NA,20/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_canatonia,Female,0.0634,0.031179,0.032221,2.956,NA,NA,NA,NA
Apoidea,ALLO-SWI-548,Europe,Switzerland,LK,Zurich,Endingen,47.3769,8.5417,NA,13/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_canatonia,Female,0.072,0.031179,0.040821,3.089,NA,NA,NA,NA
Apoidea,ALLO-SWI-605,Europe,Switzerland,LK,Zurich,Schlatt,47.3769,8.5417,NA,20/4/17,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_canatonia,Female,0.055,0.031179,0.023821,2.583,NA,NA,NA,NA
Apoidea,ALLO-SWI-689,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Megachilidae,Megachilinae,Osmiini,Chelostoma,,Chelostoma_florisomne,Female,0.0437,0.031179,0.012521,1.524,NA,NA,NA,NA
Apoidea,ALLO-SWI-589,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_flavipes,Male,0.0429,0.031179,0.011721,1.665,NA,NA,NA,NA
Apoidea,ALLO-SWI-536,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_flavipes,Male,0.0465,0.031179,0.015321,1.912,NA,NA,NA,NA
Apoidea,ALLO-SWI-636,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_minutula,Male,0.0387,0.031179,0.007521,1.147,NA,NA,NA,NA
Apoidea,ALLO-SWI-280,Europe,Switzerland,LK,Zurich,Seegrab r3,47.3769,8.5417,NA,8/7/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_calceatum,Female,0.04696,0.031179,0.015781,1.71,NA,NA,NA,NA
Apoidea,ALLO-SWI-394,Europe,Switzerland,LK,Zurich,Seegrab r2,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_laticeps,Female,0.0393,0.031179,0.008121,1.355,NA,NA,NA,NA
Apoidea,ALLO-SWI-265,Europe,Switzerland,LK,Zurich,Berg,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_laticeps,Female,0.04389,0.031179,0.012711,1.37,NA,NA,NA,NA
Apoidea,ALLO-SWI-337,Europe,Switzerland,LK,Zurich,Mandch,47.3769,8.5417,NA,28/6/16,NA,NA,Halictidae,Halictinae,Halictini,Lasioglossum,,Lasioglossum_pauxillium,Female,0.0391,0.031179,0.007921,1.083,NA,NA,NA,NA
Apoidea,ALLO-SWI-559,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_hypnorum,Female,0.0846,0.047243,0.037357,3.298,NA,NA,NA,NA
Apoidea,ALLO-SWI-539,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0894,0.047243,0.042157,3.685,NA,NA,NA,NA
Apoidea,ALLO-SWI-585,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0782,0.047243,0.030957,3.395,NA,NA,NA,NA
Apoidea,ALLO-SWI-637,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.1348,0.047243,0.087557,4.962,NA,NA,NA,NA
Apoidea,ALLO-SWI-635,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1592,0.047243,0.111957,4.782,NA,NA,NA,NA
Apoidea,ALLO-SWI-535,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_humilis,Female,0.0993,0.047243,0.052057,3.585,NA,NA,NA,NA
Apoidea,ALLO-SWI-78,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Anthophorini,Anthophora,,Anthophora_plumipes,Male,0.0752,0.047243,0.027957,3.931,NA,NA,NA,NA
Apoidea,ALLO-SWI-597,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Anthophorini,Anthophora,,Anthophora_plumipes,Male,0.075,0.047243,0.027757,4.009,NA,NA,NA,NA
Apoidea,ALLO-SWI-606,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Melittinae,Melittinae,Melittini ,Melitta,,Melitta_nigricans,Female,0.0488,0.047243,0.001557,2.27,NA,NA,NA,NA
Apoidea,ALLO-SWI-591,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_nitida,Male,0.0551,0.047243,0.007857,2.085,NA,NA,NA,NA
Apoidea,ALLO-SWI-688,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvarum,Female,0.1271,0.047243,0.079857,4.682,NA,NA,NA,NA
Apoidea,ALLO-SWI-607,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_flavipes,Female,0.0674,0.047243,0.020157,2.361,NA,NA,NA,NA
Apoidea,ALLO-SWI-545,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.0568,0.047243,0.009557,2.422,NA,NA,NA,NA
Apoidea,ALLO-SWI-692,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_carantonica,Female,0.0645,0.047243,0.017257,3.018,NA,NA,NA,NA
Apoidea,ALLO-SWI-595,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_cineraria,Male,0.0495,0.047243,0.002257,2.082,NA,NA,NA,NA
Apoidea,ALLO-SWI-552,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_hypnorum,Female,0.1005,0.047243,0.053257,4.125,NA,NA,NA,NA
Apoidea,ALLO-SWI-542,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pratorum,Female,0.0863,0.047243,0.039057,3.475,NA,NA,NA,NA
Apoidea,ALLO-SWI-640,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_pascuorum,Female,0.1216,0.047243,0.074357,3.931,NA,NA,NA,NA
Apoidea,ALLO-SWI-691,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.0538,0.047707,0.006093,2.159,NA,NA,NA,NA
Apoidea,ALLO-SWI-642,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_helvola,Female,0.0563,0.047707,0.008593,2.19,NA,NA,NA,NA
Apoidea,ALLO-SWI-596,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_bicolor,Female,0.0483,0.047707,0.000593,1.758,NA,NA,NA,NA
Apoidea,ALLO-SWI-538,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvarum,Female,0.1459,0.047707,0.098193,4.703,NA,NA,NA,NA
Apoidea,ALLO-SWI-86,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvestris,Female,0.1262,0.047707,0.078493,4.31,NA,NA,NA,NA
Apoidea,ALLO-SWI-690,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_carantonica,Female,0.0695,0.047707,0.021793,2.911,NA,NA,NA,NA
Apoidea,ALLO-SWI-590,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_nitida,Male,0.0519,0.047707,0.004193,2.113,NA,NA,NA,NA
Apoidea,ALLO-SWI-547,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Anthophorini,Anthophora,,Anthophora_plumipes,Female,0.1011,0.047707,0.053393,4.044,NA,NA,NA,NA
Apoidea,ALLO-SWI-65,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvestris,Female,0.1438,0.047707,0.096093,4.388,NA,NA,NA,NA
Apoidea,ALLO-SWI-587,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.0605,0.047707,0.012793,2.509,NA,NA,NA,NA
Apoidea,ALLO-SWI-102,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Eucerini,Eucera,,Eucera_nigrescens,Male,0.0616,0.047707,0.013893,2.881,NA,NA,NA,NA
Apoidea,ALLO-SWI-541,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_nitida,Female,0.078,0.047707,0.030293,2.987,NA,NA,NA,NA
Apoidea,ALLO-SWI-593,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_cineraria,Female,0.073,0.047707,0.025293,2.461,NA,NA,NA,NA
Apoidea,ALLO-SWI-543,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_cineraria,Female,0.072,0.047707,0.024293,2.678,NA,NA,NA,NA
Apoidea,ALLO-SWI-85,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Anthophorini,Anthophora,,Anthophora_plumipes,Male,0.086,0.047707,0.038293,4.233,NA,NA,NA,NA
Apoidea,ALLO-SWI-42,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvestris,Female,0.1538,0.047707,0.106093,4.527,NA,NA,NA,NA
Apoidea,ALLO-SWI-586,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_nitida,Female,0.0661,0.047707,0.018393,2.616,NA,NA,NA,NA
Apoidea,ALLO-SWI-599,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_haemorrhoa,Female,0.0588,0.047707,0.011093,2.43,NA,NA,NA,NA
Apoidea,ALLO-SWI-76,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvestris,Female,0.152,0.047707,0.104293,4.604,NA,NA,NA,NA
Apoidea,ALLO-SWI-643,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_minutula,Female,0.0496,0.047707,0.001893,1.347,NA,NA,NA,NA
Apoidea,ALLO-SWI-550,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvarum,Female,0.1457,0.047707,0.097993,5.015,NA,NA,NA,NA
Apoidea,ALLO-SWI-603,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_nitida,Female,0.0917,0.047707,0.043993,3.002,NA,NA,NA,NA
Apoidea,ALLO-SWI-112,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Megachilidae,Megachilinae,Osmiini,Osmia,,Osmia_bicornis,Female,0.0614,0.047707,0.013693,2.865,NA,NA,NA,NA
Apoidea,ALLO-SWI-644,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/15,NA,NA,Andrenidae,Andreninae,Andrenini,Andrena,,Andrena_carantonica,Female,0.0691,0.047707,0.021393,3.073,NA,NA,NA,NA
Apoidea,ALLO-SWI-108,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Megachilidae,Megachilinae,Osmiini,Osmia,,Osmia_bicornis,Female,0.066,0.047707,0.018293,3.151,NA,NA,NA,NA
Apoidea,ALLO-SWI-588,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvarum,Female,0.1394,0.047707,0.091693,4.79,NA,NA,NA,NA
Apoidea,ALLO-SWI-34,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Eucerini,Eucera,,Eucera_nigrescens,Male,0.0703,0.047707,0.022593,3.149,NA,NA,NA,NA
Apoidea,ALLO-SWI-601,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_sylvarum,Female,0.114,0.047707,0.066293,4.078,NA,NA,NA,NA
Apoidea,ALLO-SWI-546,Europe,Switzerland,LK,Zurich,,47.3769,8.5417,NA,14/4/14,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_humilis,Female,0.1433,0.047707,0.095593,4.318,NA,NA,NA,NA
Apoidea,ALLO-SWI-330,Europe,Switzerland,LK,Zurich,Schinz r4,47.3769,8.5417,NA,30/7/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Male,0.11934,0.047707,0.071633,4.3349,NA,NA,NA,NA
Apoidea,ALLO-SWI-351,Europe,Switzerland,LK,Zurich,MZ B1,47.3769,8.5417,NA,14/4/15,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.08719,0.047707,0.039483,3.531,NA,NA,NA,NA
Apoidea,ALLO-SWI-349,Europe,Switzerland,LK,Zurich,Wohl r4,47.3769,8.5417,NA,3/8/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Female,0.08304,0.047707,0.035333,3.442,NA,NA,NA,NA
Apoidea,ALLO-SWI-322,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_terrestris,Male,0.08575,0.047707,0.038043,3.892,NA,NA,NA,NA
Apoidea,ALLO-SWI-374,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_vestalis,Male,0.08789,0.047707,0.040183,3.88,NA,NA,NA,NA
Apoidea,ALLO-SWI-372,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_vestalis,Male,0.09321,0.047707,0.045503,3.623,NA,NA,NA,NA
Apoidea,ALLO-SWI-373,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_vestalis,Male,0.11834,0.047707,0.070633,3.846,NA,NA,NA,NA
Apoidea,ALLO-SWI-357,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Female,0.06462,0.047707,0.016913,3.003,NA,NA,NA,NA
Apoidea,ALLO-SWI-348,Europe,Switzerland,LK,Zurich,Buch Gr r2,47.3769,8.5417,NA,20/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Female,0.07095,0.047707,0.023243,3.268,NA,NA,NA,NA
Apoidea,ALLO-SWI-331,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Female,0.06853,0.047707,0.020823,3.384,NA,NA,NA,NA
Apoidea,ALLO-SWI-329,Europe,Switzerland,LK,Zurich,Berg r2,47.3769,8.5417,NA,28/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Female,0.07574,0.047707,0.028033,3.685,NA,NA,NA,NA
Apoidea,ALLO-SWI-289,Europe,Switzerland,LK,Zurich,Motsch r2,47.3769,8.5417,NA,23/6/16,NA,NA,Apidae,Apinae,Bombini,Bombus,,Bombus_lapidarius,Female,0.06458,0.047707,0.016873,3.471,NA,NA,NA,NA
